country,name,year,format,label,type,genre,style,coverimage
"Europe","Max Sommerhalder, Mario Venzago - Musique Romantique Russe Pour Trompette",1980,"Vinyl","Accord","release","Classical","Romantic","https://i.discogs.com/dLXhPtDkhoyESPFug1dllW5BeBSRHVsrIojE-lzsHqY/rs:fit/g:sm/q:90/h:611/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM4NjYw/MDItMTQ4OTUxMzQx/MS0yMTgyLmpwZWc.jpeg"
"US","Machingbyrd - The Road To Forbidden Ecstacy",1980,"Vinyl","Narrow Mountain Records,Artless Dodger","release","Rock,Pop,Folk, World, & Country","","https://i.discogs.com/w5VtbQ27Sw7vxkGPffruC7dvN9Ew4BgwlQW5qEudWFk/rs:fit/g:sm/q:90/h:449/w:452/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3ODg1/MTktMTM0NjEwNDQ2/Ni05NTQwLmpwZWc.jpeg"
"Netherlands","UB40 - Signing Off",1980,"Vinyl","Graduate Records,Graduate Records,Graduate Records,Graduate Records,Graduate Records,New Claims,ATV Music,Bob Lamb's Home Of The Hits,The Music Centre, Wembley","release","Reggae","Dub","https://i.discogs.com/MW7Pg7ahBvzswS2viW8S5Nv74AzAoGLCvMPTNs1Vdck/rs:fit/g:sm/q:90/h:396/w:400/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTczNjQx/MjMtMTQzOTg2NzAz/MC01MjIwLmpwZWc.jpeg"
"US","Grandmothers* - An Anthology Of Previously Unreleased Recordings By Ex-Members Of The Mothers Of Invention",1980,"Vinyl","Rhino Records,Rhino Records Inc.,Rhino Records Inc.,Mad Dog Studios,Greg Lee Processing","release","Jazz,Rock,Blues","Avantgarde,Blues Rock,Jazz-Rock,Harmonica Blues","https://i.discogs.com/NdAESZ84CSWJn0C2T6EX_m02W6XdPZcQxLYkslXV-H4/rs:fit/g:sm/q:90/h:603/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1NDAy/MjktMTYyNTYzMDE3/MS0zNTUxLmpwZWc.jpeg"
"US","Etta James - Changes",1980,"Vinyl","T-Electric,MCA Records,Sansu Enterprises Inc.,Sea-Saint Studio,Sigma Sound Studios, New York,Frankford/Wayne Mastering Labs,T Electric Records, Inc.,T Electric Records, Inc.,MCA Records, Inc.,MCA Records, Inc.","release","Funk / Soul","Soul,Funk,Disco","https://i.discogs.com/ed-YyT189NGiLgfH5FcDTYOgWkQOtY-urJMNxkCD49U/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU1MTI0/My0xMzU4NDIzNDM2/LTc4NTcuanBlZw.jpeg"
"UK","Bad Manners - Ne-Ne-Na-Na-Na-Na-Nu-Nu",1980,"Vinyl","Magnet","release","Rock","Ska","https://i.discogs.com/XFLtiwqcRDVtmHt67C8KXQeugiZ4ImstwSA5zDXHFPU/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg0NTc3/MS0xMjQ1NzI4NzI2/LmpwZWc.jpeg"
"UK","Inner City Unit - Pass Out",1980,"Vinyl","Riddle Records,UK Pro Studios, Shepherds Bush","release","Rock","Garage Rock,Punk,Ska","https://i.discogs.com/U8G_ol_f0iVHnlsNUDIfNcJrTF0omiGrdH-oI4_4zK8/rs:fit/g:sm/q:90/h:597/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0OTM1/MjEtMTUxNTg0NDIx/NC03MTE2LmpwZWc.jpeg"
"UK","Steppenwolf - Born To Be Wild",1980,"Vinyl","MCA Records","release","Rock","Classic Rock","https://i.discogs.com/fNw_ONeLpkPzoL7ltCfbZ0JRJgZy09ducOZG2veRiJQ/rs:fit/g:sm/q:90/h:565/w:567/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUzOTQ0/Mi0xMjc5MDUzMjMw/LmpwZWc.jpeg"
"UK","The Photos - Irene + Barbarellas",1980,"Vinyl","Epic","release","Rock","New Wave","https://i.discogs.com/lgudR6OsEVvvuUpjZPqMZNBRNhoO2OFFxYAUaScy-n0/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyODI5/NzQtMTUzNDkzNzcy/Mi02NDU5LmpwZWc.jpeg"
"US","Dow Jones & The Industrials* / The Gizmos - Hoosier Hysteria!",1980,"Vinyl","Gulcher Records","release","Electronic,Rock","Alternative Rock,Punk,Experimental","https://i.discogs.com/F8cuSUMEtZb97MKeBvCrTEbsw1nkQHQiiGrNnYXX4a0/rs:fit/g:sm/q:90/h:601/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2NjYz/NzktMTUyMjQ2OTQ0/My02MDUzLmpwZWc.jpeg"
"Germany","Boney M. - Felicidad (Margherita)",1980,"Vinyl","Hansa International","release","Electronic,Funk / Soul","Disco","https://i.discogs.com/n0J7C--aGZzuKm4EsMIR9gPxXmErfhhffmuCpEYwVCw/rs:fit/g:sm/q:90/h:592/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwMzU1/MzctMTI2MTE2MDY1/MS5qcGVn.jpeg"
"UK","Elvis Costello & The Attractions - High Fidelity",1980,"Vinyl","F-Beat","release","Rock","New Wave","https://i.discogs.com/lIJ8f3t1cOUB9qLi6N87NB47NS2zkS7t2aS2grQZPU8/rs:fit/g:sm/q:90/h:589/w:585/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MDcx/NzgtMTI3NjcxMjAz/OC5qcGVn.jpeg"
"UK","Starz (2) - Live In Canada",1980,"Vinyl","Heavy Metal America,The Heavy Metal Record Co. Ltd.,The Heavy Metal Record Co. Ltd.,El Mocambo, Toronto","release","Rock","Hard Rock","https://i.discogs.com/WRGECtX_HWfQHV40szuSsI_PPOn4FKHK4uKvaWZK8aM/rs:fit/g:sm/q:90/h:400/w:400/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM5MTU2/NDYtMTM1MTg5NzQ2/My02MDUyLmpwZWc.jpeg"
"UK","No Artist - Sound Effects No 24: Combat",1980,"Vinyl","BBC Records,BBC Sound Effects","release","Non-Music","Movie Effects","https://i.discogs.com/S9d8w7BEddQHDs2somEHe-2zgtYaJdDNBNVqCGK_8So/rs:fit/g:sm/q:90/h:300/w:300/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQyOTQ2/NTUtMTM2MTUyOTIw/My0yMDE0LmpwZWc.jpeg"
"US","Michael Des Barres - I'm Only Human",1980,"Vinyl","Dreamland Records, Inc.","release","Rock","Pop Rock","https://i.discogs.com/CgQP7iSrnDaH93oMuXP9dCKav6DfHDlDqji5XCIvPq0/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTk0Njg0/OS0xNDk4MTY2Mjgw/LTk5OTcuanBlZw.jpeg"
"US","Bob Ostertag - Getting A Head",1980,"Vinyl","Rift,Rift,Biped Music,The Kitchen, New York City,Sorcerer Sound,Noise New York,Europadisk,Masterdisk","release","Electronic","Abstract,Experimental","https://i.discogs.com/WOnp96C3oSQcGD7jcXrE5aSdmBfVTw7ZiVUsrz9hwFo/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTYwMDA0/MS0xNjE4NDQ2Nzc0/LTY1NzMuanBlZw.jpeg"
"Netherlands","Poco (3) - Under The Gun",1980,"Vinyl","MCA Records,MCA Records,Ariola Benelux B.V.,MCA Records, Inc.,MCA Records, Inc.,The Village Recorder,The Village Recorder,Tarantula Music,Pirooting Publishing,Rod Dyer, Inc.,Bovema / EMI Studios","release","Rock","Country Rock","https://i.discogs.com/ZYsIWfQPN-_BDGLMTrthXWkoYfGjOUSTjrVv2NgNXag/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0MDU4/MDAtMTYyNTU3ODgy/My01OTA2LmpwZWc.jpeg"
"Germany","Various - Dikr Und Madih / Sudan",1980,"Vinyl","Museum Collection Berlin (West),Copyright Control,TELDEC »Telefunken-Decca« Schallplatten GmbH","release","Folk, World, & Country","African","https://i.discogs.com/6sHZTqtoBGma-kdoRrMy2LZtBQzhTXe_UWwQT__Qnyc/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2MDk1/OTUtMTQxOTE5NTA4/OS02NDgxLmpwZWc.jpeg"
"Japan","Ippu-Do - Real",1980,"Vinyl","Epic/Sony,Hansa Tonstudios,CBS/Sony Roppongi Studio,CBS/Sony Shinanomachi Studio,CBS/Sony Shinanomachi Studio","release","Electronic,Rock","New Wave,Synth-pop","https://i.discogs.com/yBVsh0SzMeAPidV16nbWIywMQ5m6Vp5kNyixRTtVBe0/rs:fit/g:sm/q:90/h:597/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1ODk4/ODYtMTUzOTExNzk0/NC0yNTE3LmpwZWc.jpeg"
"UK","Styx - Lights",1980,"Vinyl","A&M Records,A&M Records, Inc.,A&M Records Ltd.,Rondor Music (London) Ltd.","release","Rock","Hard Rock,Symphonic Rock","https://i.discogs.com/jnlR8zu2FflZh3qZRYzH0L097TW_bxpdhILyab-fxFs/rs:fit/g:sm/q:90/h:315/w:320/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1Mzc2/MTctMTM5MjkwMTAw/My0xMzA4LmpwZWc.jpeg"
"UK","Denny Laine - Japanese Tears",1980,"Vinyl","Scratch Records,Scratch Records Limited","release","Rock","","https://i.discogs.com/vENrS49LDjCAxcXWNSDbz1xpwBVbdRe4yt9kZ5fVLnw/rs:fit/g:sm/q:90/h:283/w:300/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyODE1/MzgtMTI3NDQ2ODAw/NS5qcGVn.jpeg"
"US","Joe Turner* - Midnight Special",1980,"Vinyl","Pablo Records","release","Jazz,Blues","","https://i.discogs.com/dIkephOw6jTApsXVymN-bpzcw3fqHFCO3s5P5kTXJSw/rs:fit/g:sm/q:90/h:336/w:339/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ1MDA5/NjUtMTM2NjY1NDYw/MS03NzI4LmpwZWc.jpeg"
"Germany","Unknown Artist - Die Neue Kinder Hitparade",1980,"Vinyl","Kiosk,TELDEC »Telefunken-Decca« Schallplatten GmbH","release","Pop,Children's","Schlager","https://i.discogs.com/08AEgPmxx_wQcQPcZ59RYx6AheWPAmNlce1rdabew4k/rs:fit/g:sm/q:90/h:584/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzNTYz/NDAtMTI3OTIwMDUz/Ny5qcGVn.jpeg"
"US","Oscar D' León - Al Frente De Todos ",1980,"Vinyl","Top Hits,Top Hits,TH Records & Tapes, Inc.,Th Records & Tapes, Inc.,TH Records & Tapes, Inc.,TH Records & Tapes, Inc.","release","Latin","Guaguancó,Merengue,Bolero,Cha-Cha,Salsa","https://i.discogs.com/wFBAkQwvlL5mi9qWff9ebLAEhQlt1OmBiasxpL3W0ls/rs:fit/g:sm/q:90/h:599/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ5NTUy/MTUtMTQ5OTI5NjYz/My04MjMxLmpwZWc.jpeg"
"UK","Andy Clark - Synthesis 2",1980,"Vinyl","KPM Music,KPM 1000 Series,KPM Music Ltd.","release","Electronic","Abstract,Electro,Synth-pop","https://i.discogs.com/GItYalpLOc7mg963X6ee5KgBnaOaBn7EyXQCtFVT78Q/rs:fit/g:sm/q:90/h:300/w:300/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE4MjA3/NTctMTM2MTI4MjQx/Ny05NDQzLmpwZWc.jpeg"
"UK","Trevor Bastow / John Cameron (2) - Suspensions / Galaxy",1980,"Vinyl","Bruton Music","release","Electronic","Experimental,Ambient","https://i.discogs.com/50YBOU9j_tjETkVroY9IFU_nNdA64wdbESbyxhj_QEI/rs:fit/g:sm/q:90/h:589/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkxMzgw/Ny0xMTcyMjY0OTE5/LmpwZWc.jpeg"
"UK","Keith Mansfield / Terry Cox - Technology And Movement",1980,"Vinyl","KPM Music,KPM 1000 Series,KPM Music Ltd.,Frank S. Manley (Printers) Ltd.","release","Electronic,Jazz","Experimental,Easy Listening","https://i.discogs.com/5eFZQBkgt-WB8VOQdn7OBsBcCXvPEaxs7Uzw4BiqesU/rs:fit/g:sm/q:90/h:400/w:400/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MDU5/MjAtMTIyNDc0Mjk2/NS5qcGVn.jpeg"
"Italy","Giuseppe Verdi / Renata Tebaldi, Orchestra Sinfonica* E Coro Di Milano Della Radiotelevisione Italiana*, Carlo Maria Giulini - La Traviata (Pagine Scelte)",1980,"Vinyl","Longanesi Periodici,I Gioielli Della Lirica,Phonoster,RAI, Roma","release","Classical","Opera","https://i.discogs.com/lq5E--qIR8qO7lhPWaKVOvSLFhWoPg4qx0uy9D6bmwY/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU1MzU5/MjQtMTU1MTM1MTcw/OS03ODkzLmpwZWc.jpeg"
"US","Easley Blackwood - Twelve Microtonal Etudes For Electronic Music Media",1980,"Vinyl","Not On Label,KM Records Inc.,Record Technology Incorporated","release","Electronic","Modern Classical,Experimental","https://i.discogs.com/WbslmwrkkMCyfYh2tHPkbLv6bz32SHOB5lbWKi7HRGo/rs:fit/g:sm/q:90/h:400/w:396/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkwOTQx/OS0xMjMzMzA4ODU5/LmpwZWc.jpeg"
"US","Barbra Streisand - Promises / Make It Like A Memory",1980,"Vinyl","Columbia","release","Pop","","https://i.discogs.com/Akz7WrsEns5GOyPOTqbrT8DpMnvN5TEPWxP1A_8EUl0/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwOTcx/MTgtMTMxMTM2MTEw/Mi5qcGVn.jpeg"
"US","Harold Ousley - Sweet Double Hipness",1980,"Vinyl","Muse Records,Blanchris, Inc.,Muse Records,Muse Records,Sound Ideas Studios,Sheronda Music,Meager Music,Skyforest Music","release","Jazz","Jazz-Funk","https://i.discogs.com/yQUXPoWRTeXXdmtIbYDINUEATt5lkXADQbvfOC0hKRQ/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY0MzIx/Mi0xMjQyMjQxNzIx/LmpwZWc.jpeg"
"Sweden","Edvard Grieg - The Norwegian Chamber Orchestra*, Terje Tønnesen - The Complete Music For String Orchestra",1980,"Vinyl","BIS,Henie-Onstad Kunstsenter,Offizin Paul Hartung,TELDEC-Studio, Hamburg,TELDEC-Studio, Hamburg","release","Classical","Romantic","https://i.discogs.com/OmjNl7MlIa2hOC0oVlrVg9jvX374J0y5o2KtIruSoBA/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ0NzI3/ODctMTUxNTI3MzQy/Ny02NTEwLmdpZg.jpeg"
"US","Gregory Jones (3) & Roy Sablosky - No Imagination",1980,"Vinyl","Vinyl Records,B305 Music,Wakefield Manufacturing","release","Electronic","Experimental","https://i.discogs.com/-i4zkwQKTLG06BEEOVmC8GPlJiptCnPQC-6vnaCsnPc/rs:fit/g:sm/q:90/h:610/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExMjAz/MDEtMTQ2NzA3NTQz/NC01MzI4LmpwZWc.jpeg"
"US","Richard And Willie* - Richard's Firecracker",1980,"Vinyl","Laff Records","release","Non-Music","Comedy","https://i.discogs.com/C8paQNqRnSet_Y-WfmfdARX97Xw-AOSWP4ht3lf5nDA/rs:fit/g:sm/q:90/h:600/w:571/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2OTY1/NTYtMTM3NDQwMDgx/OS0zMzI0LmpwZWc.jpeg"
"Belgium","Kollektief Internationale Nieuwe Scene - De Herkuls",1980,"Vinyl","Racoon Records","release","Folk, World, & Country","Folk","https://i.discogs.com/8_b5gbcWT1NURzH1TOffc1vm0OOdy1Gxp2nbtA3wkJU/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkzMTU3/OC0xMjAwNDkxODE1/LmpwZWc.jpeg"
"US","Antonio Vivaldi, The London Mozart Players*, Robert Thompson (14) - Bassoon Concerti",1980,"Vinyl","Musical Heritage Society","release","Classical","Baroque","https://i.discogs.com/3BpTbWTcWSCAsV7thFFmePrWG9hbtbdQihlIlV6Azlk/rs:fit/g:sm/q:90/h:587/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUyNTI3/NDMtMTQ5OTM4NjQy/Ni00MDQwLmpwZWc.jpeg"
"Canada","Nana Mouskouri - Vivre Au Soleil",1980,"Vinyl","Grand Records,Morgan Studios, Brussels,Grand Entertainment Corporation,Capitol Records-EMI Of Canada Limited","release","Pop,Folk, World, & Country","Europop","https://i.discogs.com/IwUXmoV7u38njbAOWZvl77Slc78iWigqQU4ANIULKXs/rs:fit/g:sm/q:90/h:594/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc4NjYz/MzEtMTUwOTU5Njg1/MS01NTY3LmpwZWc.jpeg"
"UK","Hoyt Axton - A Rusty Old Halo",1980,"Vinyl","Young Blood,Young Blood International,Young Blood,Jeremiah Records Inc.,Olofsong Music,Copyright Control,Robert Stace,The Sound Factory,The Sound Factory,The Village Recorder","release","Folk, World, & Country","Country","https://i.discogs.com/O-p1biKm2jVoCurrZsOBlik8uioX4Sy-pen6-JYBn6g/rs:fit/g:sm/q:90/h:592/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIxNDQy/ODctMTQ1OTMzNTkz/NC02NDk1LmpwZWc.jpeg"
"Netherlands","The Kick (7) - Blinded By The Beauty Of Your Eyes",1980,"Vinyl","RCA Victor","release","Pop","","https://i.discogs.com/I92UFEL1wulpQMRR9qkb93UPXddo-UKHuP-mvTouo48/rs:fit/g:sm/q:90/h:542/w:532/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0NTM2/NDctMTM5Mzc2Mjgx/MC0xNjkzLmpwZWc.jpeg"
"Germany","Gino Soccio - S-Beat / Heartbreaker",1980,"Vinyl","Warner Bros. Records,RFC Records","release","Electronic","Disco","https://i.discogs.com/IHF1a06Xiq0UbSnpXelIQpzNCNKG1b7TA0jhMPEiPl8/rs:fit/g:sm/q:90/h:305/w:310/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE4NDky/OS0xMzUwODE5OTkz/LTE0MDgucG5n.jpeg"
"India","R. D. Burman, Anand Bakshi - Barsaat Ki Ek Raat",1980,"Vinyl","Inreco,The Indian Record Manufacturing Company Ltd.,Inreco,The Indian Record Manufacturing Company Ltd.,The Indian Record Manufacturing Company Ltd.","release","Pop,Folk, World, & Country","Bollywood,Hindustani","https://i.discogs.com/LEEbGojAxWx4-h9LStvEperbKxOIk4w99XKZRmijirw/rs:fit/g:sm/q:90/h:621/w:585/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM5NjIz/NjQtMTM5MzcxMzg3/Ny05ODc5LmpwZWc.jpeg"
"Denmark","Tete Montoliu Trio - I Wanna Talk About You",1980,"Vinyl","SteepleChase,SteepleChase,SteepleChase Productions, Inc.,SteepleChase Productions ApS,Johnsen + Johnsen A/S,Sweet Silence Studios,Rosenborg Studio","release","Jazz","","https://i.discogs.com/gfjpflhjm4__tBXvHydkUuTDw8MRzLEwlWX57VGcNQg/rs:fit/g:sm/q:90/h:600/w:595/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU3MzM5/NDYtMTQwMTIwMTY0/OS0xOTkyLmpwZWc.jpeg"
"Japan","R.N.A. Organism - R.N.A.O Meets P.O.P.O",1980,"Vinyl","Vanity Records","release","Electronic","Minimal,Synth-pop,Experimental","https://i.discogs.com/juBG9foA76UHAY0lut3fkaq1iAxDFPNY7TirmmhJzbA/rs:fit/g:sm/q:90/h:609/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwNDgy/NTgtMTUxODE2MTQ2/MC03MjI3LmpwZWc.jpeg"
"Germany","Various - The London R & B Sessions",1980,"Vinyl","Albion Records,Albion Records,Ariola,Ariola,Hope & Anchor,China Shop Mobile,Rushent's Mansion,Ariola Eurodisc GmbH,Albion Records Ltd.","release","Rock,Blues","Electric Blues,Garage Rock,Blues Rock","https://i.discogs.com/UDYyyj0yA9MbRLEtvBZlqljD9iiG8uuv7nKaP0uGm8A/rs:fit/g:sm/q:90/h:591/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI4NjEx/MzAtMTMwNDQyODI3/Ny5qcGVn.jpeg"
"France","Pino Donaggio - Bande Originale Du Film Pulsions (Dressed To Kill)",1980,"Vinyl","Disc'AZ","release","Jazz,Classical,Stage & Screen","Contemporary,Easy Listening,Score","https://i.discogs.com/4SpvEv-gCMjo15OuxV0KOAdfcHePp2NSBzHmTrmfrG4/rs:fit/g:sm/q:90/h:451/w:456/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwMDM4/NTItMTM0NTk5NDQw/OC03MDcwLmpwZWc.jpeg"
"UK","The Selecter - The Whisper",1980,"Vinyl","Chrysalis,Chrysalis Records Ltd.","release","Rock,Reggae,Funk / Soul,Pop","Ska","https://i.discogs.com/dDM5-FrMlRXkldDRycdrMbd8imFXCTLZeZHK16w76Sc/rs:fit/g:sm/q:90/h:590/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ3NTg0/OTUtMTY0NzAwMTc5/Mi04NTU0LmpwZWc.jpeg"
"US","The Bill Gaither Trio - Live Across America",1980,"Vinyl","Word","release","Non-Music","Religious","https://i.discogs.com/gyCP20w4Dq5rYmbnorwp74d0IOT4K1ZmBZNHaFPM8Ow/rs:fit/g:sm/q:90/h:382/w:381/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTYxMzkw/MjAtMTQxMjAzMjI5/NS04NDA2LmpwZWc.jpeg"
